sale_date,sku,product_name,category,brand,store_name,city,region,supplier_name,supplier_country,quantity,unit_price
2024-02-17,,Aged Cheddar 400g,Dairy,Black Diamond,Prairie Pantry,Calgary,Alberta,Sysco Canada,Canada,19,3.99
2025-05-01,SKU-001,Organic Whole Milk 2L,Dairy,Natrel,FreshMart Downtown,Toronto,Ontario,Lantic Inc,Canada,32,16.7
2024-08-18,SKU-010,Dark Chocolate 85g,Snacks,Lindt,FreshMart Uptown,Ottawa,Ontario,Premium Brands,Canada,3,2.68
2025-09-26,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,Prairie Pantry,Calgary,Alberta,Premium Brands,Canada,15,3.99
2024-10-08,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,FreshMart Downtown,Toronto,Ontario,Lantic Inc,Canada,36,11.69
2025-08-27,SKU-015,Rotisserie Chicken,Deli,In-store,FreshMart Uptown,Ottawa,Ontario,Lantic Inc,Canada,8,16.94
2025-06-12,SKU-011,Almond Butter 500g,Pantry,Maranatha,FreshMart Westside,Vancouver,British Columbia,Lantic Inc,Canada,2,7.02
2024-12-05,SKU-012,Frozen Edamame 400g,Frozen,President's Choice,GreenGrocer Midtown,Toronto,Ontario,Lantic Inc,Canada,29,13.61
2025-08-17,SKU-004,Cold Brew Coffee 330ml,Beverages,Pilot Coffee,Prairie Pantry,Calgary,Alberta,Gordon Food Service,Canada,9,7.12
2025-05-03,SKU-012,Frozen Edamame 400g,Frozen,President's Choice,FreshMart Uptown,Ottawa,Ontario,Lantic Inc,Canada,44,13.61
2024-02-29,SKU-006,Atlantic Salmon Fillet 400g,Seafood,Ocean Choice,Metro Fresh,Montreal,Quebec,Sysco Canada,Canada,19,17.55
2023-09-22,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,FreshMart Uptown,Ottawa,Ontario,Lantic Inc,Canada,12,2.57
2025-05-01,SKU-010,Dark Chocolate 85g,Snacks,Lindt,Metro Fresh,Montreal,Quebec,Maple Leaf Foods,Canada,32,2.68
2023-02-07,SKU-004,Cold Brew Coffee 330ml,Beverages,Pilot Coffee,Prairie Pantry,Calgary,Alberta,Maple Leaf Foods,Canada,23,7.12
2023-12-24,SKU-006,Atlantic Salmon Fillet 400g,Seafood,Ocean Choice,FreshMart Uptown,Ottawa,Ontario,Sysco Canada,Canada,33,17.55
2023-08-22,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,FreshMart Westside,Vancouver,British Columbia,Lantic Inc,Canada,40,2.57
2024-06-12,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,GreenGrocer Midtown,Toronto,Ontario,Lantic Inc,Canada,22,11.69
2024-07-01,SKU-013,Oat Milk 1L,Beverages,Oatly,FreshMart Downtown,Toronto,Ontario,Premium Brands,Canada,10,2.6
2023-08-02,SKU-014,Avocado each,Produce,Fresh Direct,Prairie Pantry,Calgary,Alberta,Premium Brands,Canada,46,6.56
2023-08-05,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,Metro Fresh,Montreal,Quebec,Maple Leaf Foods,Canada,40,3.99
2023-03-27,SKU-014,Avocado each,Produce,Fresh Direct,FreshMart Downtown,Toronto,Ontario,Premium Brands,Canada,33,6.56
2025-01-10,SKU-011,Almond Butter 500g,Pantry,Maranatha,FreshMart Downtown,Toronto,Ontario,Sysco Canada,Canada,11,7.02
2025-10-17,SKU-012,Frozen Edamame 400g,Frozen,President's Choice,Metro Fresh,Montreal,Quebec,Premium Brands,Canada,47,13.61
2024-11-16,SKU-003,Free Range Eggs 12pk,Dairy,Burnbrae Farms,FreshMart Uptown,Ottawa,Ontario,Gordon Food Service,Canada,9,8.32
2023-01-14,SKU-004,Cold Brew Coffee 330ml,Beverages,Pilot Coffee,Metro Fresh,Montreal,Quebec,Lantic Inc,Canada,16,7.12
2025-10-31,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,FreshMart Westside,Vancouver,British Columbia,Gordon Food Service,Canada,11,3.99
2025-01-08,SKU-006,Atlantic Salmon Fillet 400g,Seafood,Ocean Choice,FreshMart Uptown,Ottawa,Ontario,Lantic Inc,Canada,41,17.55
2024-04-12,SKU-003,Free Range Eggs 12pk,Dairy,Burnbrae Farms,Prairie Pantry,Calgary,Alberta,Lantic Inc,Canada,9,8.32
2025-11-23,SKU-007,Baby Spinach 142g,Produce,Earthbound Farm,Metro Fresh,Montreal,Quebec,Lantic Inc,Canada,44,22.51
2023-01-21,SKU-001,Organic Whole Milk 2L,Dairy,Natrel,Metro Fresh,Montreal,Quebec,Sysco Canada,Canada,46,16.7
2024-10-06,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,FreshMart Downtown,Toronto,Ontario,Gordon Food Service,Canada,26,2.57
2025-03-16,SKU-003,Free Range Eggs 12pk,Dairy,Burnbrae Farms,Metro Fresh,Montreal,Quebec,Maple Leaf Foods,Canada,49,8.32
2023-04-29,SKU-015,Rotisserie Chicken,Deli,In-store,FreshMart Uptown,Ottawa,Ontario,Sysco Canada,Canada,41,16.94
2024-08-28,SKU-013,Oat Milk 1L,Beverages,Oatly,FreshMart Uptown,Ottawa,Ontario,Premium Brands,Canada,27,2.6
2024-09-15,SKU-011,Almond Butter 500g,Pantry,Maranatha,FreshMart Uptown,Ottawa,Ontario,Premium Brands,Canada,47,7.02
2024-07-26,SKU-015,Rotisserie Chicken,Deli,In-store,FreshMart Westside,Vancouver,British Columbia,Maple Leaf Foods,Canada,34,16.94
2025-07-02,SKU-003,Free Range Eggs 12pk,Dairy,Burnbrae Farms,FreshMart Uptown,Ottawa,Ontario,Lantic Inc,Canada,42,8.32
2025-06-24,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,Prairie Pantry,Calgary,Alberta,Premium Brands,Canada,45,11.69
2024-02-09,SKU-013,Oat Milk 1L,Beverages,Oatly,FreshMart Uptown,Ottawa,Ontario,Lantic Inc,Canada,20,2.6
2023-09-16,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,FreshMart Westside,Vancouver,British Columbia,Lantic Inc,Canada,34,11.69
2025-11-13,SKU-005,Greek Yogurt 500g,Dairy,Olympic,GreenGrocer Midtown,Toronto,Ontario,Maple Leaf Foods,Canada,36,18.93
2023-02-17,SKU-006,Atlantic Salmon Fillet 400g,Seafood,Ocean Choice,FreshMart Uptown,Ottawa,Ontario,Sysco Canada,Canada,2,17.55
2024-05-09,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,Prairie Pantry,Calgary,Alberta,Gordon Food Service,Canada,50,11.69
2023-05-03,SKU-007,Baby Spinach 142g,Produce,Earthbound Farm,Prairie Pantry,Calgary,Alberta,Maple Leaf Foods,Canada,24,22.51
2023-04-08,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,FreshMart Westside,Vancouver,British Columbia,Maple Leaf Foods,Canada,49,11.69
2023-01-11,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,Metro Fresh,Montreal,Quebec,Gordon Food Service,Canada,30,2.57
2025-12-28,SKU-004,Cold Brew Coffee 330ml,Beverages,Pilot Coffee,FreshMart Uptown,Ottawa,Ontario,Premium Brands,Canada,39,7.12
2023-10-14,SKU-005,Greek Yogurt 500g,Dairy,Olympic,FreshMart Westside,Vancouver,British Columbia,Premium Brands,Canada,46,18.93
2024-11-02,SKU-012,Frozen Edamame 400g,Frozen,President's Choice,GreenGrocer Midtown,Toronto,Ontario,Maple Leaf Foods,Canada,34,13.61
2023-07-20,SKU-014,Avocado each,Produce,Fresh Direct,FreshMart Westside,Vancouver,British Columbia,Lantic Inc,Canada,10,6.56
2023-07-08,SKU-014,Avocado each,Produce,Fresh Direct,Metro Fresh,Montreal,Quebec,Maple Leaf Foods,Canada,4,6.56
2025-07-02,SKU-003,Free Range Eggs 12pk,Dairy,Burnbrae Farms,Metro Fresh,Montreal,Quebec,Sysco Canada,Canada,5,8.32
2025-11-28,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,Metro Fresh,Montreal,Quebec,Premium Brands,Canada,50,11.69
2025-05-17,SKU-005,Greek Yogurt 500g,Dairy,Olympic,Prairie Pantry,Calgary,Alberta,Lantic Inc,Canada,29,18.93
2023-11-30,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,FreshMart Uptown,Ottawa,Ontario,Lantic Inc,Canada,10,3.99
2023-09-22,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,FreshMart Uptown,Ottawa,Ontario,Lantic Inc,Canada,46,3.99
2025-07-21,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,FreshMart Downtown,Toronto,Ontario,Sysco Canada,Canada,31,11.69
2023-09-01,SKU-003,Free Range Eggs 12pk,Dairy,Burnbrae Farms,Prairie Pantry,Calgary,Alberta,Gordon Food Service,Canada,39,8.32
2024-08-16,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,FreshMart Downtown,Toronto,Ontario,Gordon Food Service,Canada,3,2.57
2025-02-05,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,FreshMart Westside,Vancouver,British Columbia,Gordon Food Service,Canada,20,2.57
2025-05-13,SKU-001,Organic Whole Milk 2L,Dairy,Natrel,GreenGrocer Midtown,Toronto,Ontario,Sysco Canada,Canada,4,16.7
2024-01-10,SKU-005,Greek Yogurt 500g,Dairy,Olympic,FreshMart Westside,Vancouver,British Columbia,Sysco Canada,Canada,48,18.93
2023-05-19,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,Prairie Pantry,Calgary,Alberta,Gordon Food Service,Canada,3,2.57
2025-07-15,SKU-010,Dark Chocolate 85g,Snacks,Lindt,FreshMart Westside,Vancouver,British Columbia,Premium Brands,Canada,22,2.68
2023-09-29,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,FreshMart Uptown,Ottawa,Ontario,Premium Brands,Canada,49,3.99
2025-07-08,SKU-011,Almond Butter 500g,Pantry,Maranatha,Metro Fresh,Montreal,Quebec,Lantic Inc,Canada,10,7.02
2025-04-18,SKU-006,Atlantic Salmon Fillet 400g,Seafood,Ocean Choice,FreshMart Downtown,Toronto,Ontario,Premium Brands,Canada,25,17.55
2023-04-04,SKU-007,Baby Spinach 142g,Produce,Earthbound Farm,FreshMart Westside,Vancouver,British Columbia,Premium Brands,Canada,43,22.51
2023-12-06,SKU-012,Frozen Edamame 400g,Frozen,President's Choice,FreshMart Westside,Vancouver,British Columbia,Maple Leaf Foods,Canada,46,13.61
not-a-date,SKU-011,Almond Butter 500g,Pantry,Maranatha,FreshMart Uptown,Ottawa,Ontario,Gordon Food Service,Canada,42,7.02
2023-04-19,SKU-010,Dark Chocolate 85g,Snacks,Lindt,Prairie Pantry,Calgary,Alberta,Premium Brands,Canada,37,2.68
2023-02-08,SKU-013,Oat Milk 1L,Beverages,Oatly,Metro Fresh,Montreal,Quebec,Premium Brands,Canada,8,2.6
2024-07-17,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,GreenGrocer Midtown,Toronto,Ontario,Maple Leaf Foods,Canada,14,11.69
2023-06-23,SKU-012,Frozen Edamame 400g,Frozen,President's Choice,Prairie Pantry,Calgary,Alberta,Lantic Inc,Canada,35,13.61
2025-10-03,SKU-007,Baby Spinach 142g,Produce,Earthbound Farm,Prairie Pantry,Calgary,Alberta,Maple Leaf Foods,Canada,2,22.51
2025-12-17,SKU-003,Free Range Eggs 12pk,Dairy,Burnbrae Farms,Metro Fresh,Montreal,Quebec,Maple Leaf Foods,Canada,21,8.32
2023-12-11,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,FreshMart Downtown,Toronto,Ontario,Maple Leaf Foods,Canada,19,2.57
2024-09-20,SKU-005,Greek Yogurt 500g,Dairy,Olympic,FreshMart Downtown,Toronto,Ontario,Sysco Canada,Canada,27,18.93
2024-01-07,SKU-001,Organic Whole Milk 2L,Dairy,Natrel,Prairie Pantry,Calgary,Alberta,Gordon Food Service,Canada,2,16.7
2024-10-17,SKU-005,Greek Yogurt 500g,Dairy,Olympic,Metro Fresh,Montreal,Quebec,Maple Leaf Foods,Canada,10,18.93
2023-09-05,SKU-006,Atlantic Salmon Fillet 400g,Seafood,Ocean Choice,FreshMart Westside,Vancouver,British Columbia,Lantic Inc,Canada,4,17.55
2024-04-29,SKU-013,Oat Milk 1L,Beverages,Oatly,Prairie Pantry,Calgary,Alberta,Premium Brands,Canada,32,2.6
2024-07-05,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,Metro Fresh,Montreal,Quebec,Maple Leaf Foods,Canada,4,11.69
2025-09-18,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,Metro Fresh,Montreal,Quebec,Maple Leaf Foods,Canada,2,11.69
2023-07-27,SKU-004,Cold Brew Coffee 330ml,Beverages,Pilot Coffee,FreshMart Downtown,Toronto,Ontario,Gordon Food Service,Canada,16,7.12
2025-04-13,SKU-011,Almond Butter 500g,Pantry,Maranatha,GreenGrocer Midtown,Toronto,Ontario,Gordon Food Service,Canada,29,7.02
2023-10-19,SKU-011,Almond Butter 500g,Pantry,Maranatha,Prairie Pantry,Calgary,Alberta,Sysco Canada,Canada,24,7.02
2025-05-17,SKU-003,Free Range Eggs 12pk,Dairy,Burnbrae Farms,GreenGrocer Midtown,Toronto,Ontario,Premium Brands,Canada,36,8.32
2024-08-15,SKU-001,Organic Whole Milk 2L,Dairy,Natrel,Metro Fresh,Montreal,Quebec,Premium Brands,Canada,42,16.7
2024-07-13,SKU-001,Organic Whole Milk 2L,Dairy,Natrel,FreshMart Downtown,Toronto,Ontario,Lantic Inc,Canada,39,16.7
2024-03-11,SKU-011,Almond Butter 500g,Pantry,Maranatha,Metro Fresh,Montreal,Quebec,Gordon Food Service,Canada,38,7.02
2025-12-29,SKU-005,Greek Yogurt 500g,Dairy,Olympic,FreshMart Downtown,Toronto,Ontario,Sysco Canada,Canada,37,18.93
2023-10-14,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,Metro Fresh,Montreal,Quebec,Maple Leaf Foods,Canada,47,2.57
2025-10-30,SKU-005,Greek Yogurt 500g,Dairy,Olympic,Metro Fresh,Montreal,Quebec,Sysco Canada,Canada,21,18.93
2025-07-16,SKU-006,Atlantic Salmon Fillet 400g,Seafood,Ocean Choice,FreshMart Uptown,Ottawa,Ontario,Gordon Food Service,Canada,18,17.55
2025-07-30,SKU-006,Atlantic Salmon Fillet 400g,Seafood,Ocean Choice,FreshMart Westside,Vancouver,British Columbia,Sysco Canada,Canada,39,17.55
2023-01-05,SKU-015,Rotisserie Chicken,Deli,In-store,FreshMart Uptown,Ottawa,Ontario,Sysco Canada,Canada,39,16.94
2025-04-26,SKU-015,Rotisserie Chicken,Deli,In-store,FreshMart Downtown,Toronto,Ontario,Sysco Canada,Canada,36,16.94
2023-06-16,SKU-012,Frozen Edamame 400g,Frozen,President's Choice,Metro Fresh,Montreal,Quebec,Lantic Inc,Canada,42,13.61
2023-09-10,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,FreshMart Downtown,Toronto,Ontario,Lantic Inc,Canada,23,11.69
2025-03-03,SKU-007,Baby Spinach 142g,Produce,Earthbound Farm,Prairie Pantry,Calgary,Alberta,Gordon Food Service,Canada,12,22.51
2023-09-13,SKU-013,Oat Milk 1L,Beverages,Oatly,FreshMart Uptown,Ottawa,Ontario,Maple Leaf Foods,Canada,30,2.6
2024-03-29,SKU-004,Cold Brew Coffee 330ml,Beverages,Pilot Coffee,Metro Fresh,Montreal,Quebec,Maple Leaf Foods,Canada,48,7.12
2024-01-28,SKU-005,Greek Yogurt 500g,Dairy,Olympic,FreshMart Uptown,Ottawa,Ontario,Gordon Food Service,Canada,6,-18.93
2025-01-13,SKU-004,Cold Brew Coffee 330ml,Beverages,Pilot Coffee,GreenGrocer Midtown,Toronto,Ontario,Lantic Inc,Canada,3,7.12
2024-03-04,SKU-015,Rotisserie Chicken,Deli,In-store,FreshMart Uptown,Ottawa,Ontario,Premium Brands,Canada,1,16.94
2023-08-16,SKU-014,Avocado each,Produce,Fresh Direct,FreshMart Uptown,Ottawa,Ontario,Lantic Inc,Canada,18,6.56
2024-02-01,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,GreenGrocer Midtown,Toronto,Ontario,Premium Brands,Canada,43,3.99
2023-12-26,SKU-011,Almond Butter 500g,Pantry,Maranatha,FreshMart Uptown,Ottawa,Ontario,Premium Brands,Canada,5,7.02
2024-06-15,SKU-012,Frozen Edamame 400g,Frozen,President's Choice,FreshMart Downtown,Toronto,Ontario,Sysco Canada,Canada,37,13.61
2024-01-28,SKU-015,Rotisserie Chicken,Deli,In-store,Prairie Pantry,Calgary,Alberta,Gordon Food Service,Canada,44,16.94
2024-06-01,,Frozen Edamame 400g,Frozen,President's Choice,FreshMart Uptown,Ottawa,Ontario,Premium Brands,Canada,44,13.61
2024-10-23,,Baby Spinach 142g,Produce,Earthbound Farm,FreshMart Uptown,Ottawa,Ontario,Maple Leaf Foods,Canada,28,22.51
2025-10-11,SKU-011,Almond Butter 500g,Pantry,Maranatha,Prairie Pantry,Calgary,Alberta,Lantic Inc,Canada,24,7.02
2023-04-07,SKU-001,Organic Whole Milk 2L,Dairy,Natrel,FreshMart Uptown,Ottawa,Ontario,Sysco Canada,Canada,18,16.7
2023-01-11,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,Metro Fresh,Montreal,Quebec,Gordon Food Service,Canada,26,11.69
2024-04-07,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,Prairie Pantry,Calgary,Alberta,Maple Leaf Foods,Canada,45,2.57
2023-12-03,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,GreenGrocer Midtown,Toronto,Ontario,Sysco Canada,Canada,22,2.57
2023-02-27,SKU-011,Almond Butter 500g,Pantry,Maranatha,FreshMart Uptown,Ottawa,Ontario,Maple Leaf Foods,Canada,31,7.02
2024-05-27,SKU-001,Organic Whole Milk 2L,Dairy,Natrel,Prairie Pantry,Calgary,Alberta,Gordon Food Service,Canada,16,16.7
2024-11-14,SKU-004,Cold Brew Coffee 330ml,Beverages,Pilot Coffee,FreshMart Westside,Vancouver,British Columbia,Maple Leaf Foods,Canada,34,7.12
2025-06-17,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,Prairie Pantry,Calgary,Alberta,Premium Brands,Canada,49,2.57
2023-06-25,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,Prairie Pantry,Calgary,Alberta,Maple Leaf Foods,Canada,4,3.99
2023-09-19,SKU-007,Baby Spinach 142g,Produce,Earthbound Farm,FreshMart Westside,Vancouver,British Columbia,Maple Leaf Foods,Canada,4,22.51
2025-06-03,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,FreshMart Downtown,Toronto,Ontario,Gordon Food Service,Canada,5,3.99
2024-08-26,SKU-001,Organic Whole Milk 2L,Dairy,Natrel,Prairie Pantry,Calgary,Alberta,Maple Leaf Foods,Canada,25,16.7
2023-01-22,SKU-010,Dark Chocolate 85g,Snacks,Lindt,Metro Fresh,Montreal,Quebec,Sysco Canada,Canada,30,2.68
2023-07-27,SKU-013,Oat Milk 1L,Beverages,Oatly,Metro Fresh,Montreal,Quebec,Premium Brands,Canada,22,2.6
2025-11-25,SKU-011,Almond Butter 500g,Pantry,Maranatha,FreshMart Downtown,Toronto,Ontario,Lantic Inc,Canada,22,7.02
2023-05-19,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,FreshMart Downtown,Toronto,Ontario,Maple Leaf Foods,Canada,38,2.57
2025-11-08,SKU-004,Cold Brew Coffee 330ml,Beverages,Pilot Coffee,Prairie Pantry,Calgary,Alberta,Sysco Canada,Canada,17,7.12
2025-06-29,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,FreshMart Uptown,Ottawa,Ontario,Premium Brands,Canada,12,3.99
2023-09-19,SKU-013,Oat Milk 1L,Beverages,Oatly,FreshMart Downtown,Toronto,Ontario,Maple Leaf Foods,Canada,20,2.6
2024-09-29,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,FreshMart Uptown,Ottawa,Ontario,Gordon Food Service,Canada,38,11.69
2025-08-19,SKU-013,Oat Milk 1L,Beverages,Oatly,GreenGrocer Midtown,Toronto,Ontario,Sysco Canada,Canada,20,2.6
2025-11-26,SKU-005,Greek Yogurt 500g,Dairy,Olympic,FreshMart Westside,Vancouver,British Columbia,Maple Leaf Foods,Canada,38,18.93
2025-11-04,SKU-003,Free Range Eggs 12pk,Dairy,Burnbrae Farms,FreshMart Downtown,Toronto,Ontario,Sysco Canada,Canada,36,8.32
2024-02-15,SKU-007,Baby Spinach 142g,Produce,Earthbound Farm,FreshMart Westside,Vancouver,British Columbia,Sysco Canada,Canada,41,22.51
2024-01-23,SKU-013,Oat Milk 1L,Beverages,Oatly,FreshMart Downtown,Toronto,Ontario,Gordon Food Service,Canada,43,2.6
2024-11-09,SKU-012,Frozen Edamame 400g,Frozen,President's Choice,Metro Fresh,Montreal,Quebec,Premium Brands,Canada,38,13.61
2025-05-07,SKU-006,Atlantic Salmon Fillet 400g,Seafood,Ocean Choice,Prairie Pantry,Calgary,Alberta,Gordon Food Service,Canada,22,17.55
2024-03-25,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,FreshMart Downtown,Toronto,Ontario,Lantic Inc,Canada,1,3.99
2024-03-12,SKU-012,Frozen Edamame 400g,Frozen,President's Choice,GreenGrocer Midtown,Toronto,Ontario,Lantic Inc,Canada,16,13.61
2024-02-25,SKU-013,Oat Milk 1L,Beverages,Oatly,FreshMart Westside,Vancouver,British Columbia,Lantic Inc,Canada,26,2.6
2023-06-01,SKU-001,Organic Whole Milk 2L,Dairy,Natrel,FreshMart Westside,Vancouver,British Columbia,Maple Leaf Foods,Canada,23,16.7
2025-06-20,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,GreenGrocer Midtown,Toronto,Ontario,Gordon Food Service,Canada,13,2.57
2023-03-02,SKU-015,Rotisserie Chicken,Deli,In-store,FreshMart Westside,Vancouver,British Columbia,Maple Leaf Foods,Canada,13,16.94
2023-12-23,SKU-003,Free Range Eggs 12pk,Dairy,Burnbrae Farms,GreenGrocer Midtown,Toronto,Ontario,Gordon Food Service,Canada,22,8.32
2023-02-14,SKU-004,Cold Brew Coffee 330ml,Beverages,Pilot Coffee,GreenGrocer Midtown,Toronto,Ontario,Sysco Canada,Canada,12,7.12
2023-10-09,SKU-015,Rotisserie Chicken,Deli,In-store,FreshMart Downtown,Toronto,Ontario,Maple Leaf Foods,Canada,25,16.94
2024-03-06,SKU-015,Rotisserie Chicken,Deli,In-store,FreshMart Downtown,Toronto,Ontario,Gordon Food Service,Canada,20,16.94
2025-12-15,SKU-006,Atlantic Salmon Fillet 400g,Seafood,Ocean Choice,FreshMart Westside,Vancouver,British Columbia,Sysco Canada,Canada,40,17.55
2023-08-31,SKU-015,Rotisserie Chicken,Deli,In-store,FreshMart Uptown,Ottawa,Ontario,Maple Leaf Foods,Canada,10,16.94
2025-12-26,SKU-003,Free Range Eggs 12pk,Dairy,Burnbrae Farms,GreenGrocer Midtown,Toronto,Ontario,Sysco Canada,Canada,25,8.32
2024-05-15,SKU-006,Atlantic Salmon Fillet 400g,Seafood,Ocean Choice,Prairie Pantry,Calgary,Alberta,Lantic Inc,Canada,3,17.55
2024-08-25,SKU-010,Dark Chocolate 85g,Snacks,Lindt,GreenGrocer Midtown,Toronto,Ontario,Premium Brands,Canada,10,2.68
2023-09-16,SKU-001,Organic Whole Milk 2L,Dairy,Natrel,FreshMart Uptown,Ottawa,Ontario,Gordon Food Service,Canada,33,16.7
2023-06-16,SKU-015,Rotisserie Chicken,Deli,In-store,Metro Fresh,Montreal,Quebec,Sysco Canada,Canada,31,16.94
2025-11-07,SKU-010,Dark Chocolate 85g,Snacks,Lindt,FreshMart Downtown,Toronto,Ontario,Sysco Canada,Canada,25,2.68
2025-10-18,SKU-011,Almond Butter 500g,Pantry,Maranatha,Prairie Pantry,Calgary,Alberta,Gordon Food Service,Canada,34,7.02
2025-12-12,SKU-006,Atlantic Salmon Fillet 400g,Seafood,Ocean Choice,FreshMart Uptown,Ottawa,Ontario,Gordon Food Service,Canada,45,17.55
2025-04-01,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,Metro Fresh,Montreal,Quebec,Gordon Food Service,Canada,41,3.99
2024-02-29,SKU-010,Dark Chocolate 85g,Snacks,Lindt,FreshMart Uptown,Ottawa,Ontario,Maple Leaf Foods,Canada,15,2.68
2024-03-23,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,GreenGrocer Midtown,Toronto,Ontario,Lantic Inc,Canada,20,3.99
2025-02-05,SKU-007,Baby Spinach 142g,Produce,Earthbound Farm,Prairie Pantry,Calgary,Alberta,Sysco Canada,Canada,17,22.51
2025-06-29,SKU-003,Free Range Eggs 12pk,Dairy,Burnbrae Farms,FreshMart Downtown,Toronto,Ontario,Gordon Food Service,Canada,34,8.32
2025-11-15,SKU-010,Dark Chocolate 85g,Snacks,Lindt,FreshMart Downtown,Toronto,Ontario,Lantic Inc,Canada,40,2.68
2025-04-17,SKU-008,Aged Cheddar 400g,Dairy,Black Diamond,Metro Fresh,Montreal,Quebec,Lantic Inc,Canada,24,3.99
2023-02-20,SKU-006,Atlantic Salmon Fillet 400g,Seafood,Ocean Choice,FreshMart Westside,Vancouver,British Columbia,Lantic Inc,Canada,12,17.55
2025-01-05,SKU-005,Greek Yogurt 500g,Dairy,Olympic,FreshMart Uptown,Ottawa,Ontario,Maple Leaf Foods,Canada,6,18.93
2023-06-10,SKU-009,Sparkling Water 6pk,Beverages,San Pellegrino,Prairie Pantry,Calgary,Alberta,Premium Brands,Canada,18,11.69
2025-01-07,SKU-002,Sourdough Bread 750g,Bakery,ACE Bakery,FreshMart Downtown,Toronto,Ontario,Maple Leaf Foods,Canada,3,2.57
2024-05-27,SKU-006,Atlantic Salmon Fillet 400g,Seafood,Ocean Choice,GreenGrocer Midtown,Toronto,Ontario,Gordon Food Service,Canada,20,17.55
2024-01-26,SKU-013,Oat Milk 1L,Beverages,Oatly,FreshMart Uptown,Ottawa,Ontario,Gordon Food Service,Canada,46,2.6
2024-06-18,SKU-003,Free Range Eggs 12pk,Dairy,Burnbrae Farms,FreshMart Uptown,Ottawa,Ontario,Premium Brands,Canada,1,8.32
2025-04-10,SKU-005,Greek Yogurt 500g,Dairy,Olympic,FreshMart Westside,Vancouver,British Columbia,Lantic Inc,Canada,38,18.93
2023-11-02,SKU-001,Organic Whole Milk 2L,Dairy,Natrel,Metro Fresh,Montreal,Quebec,Premium Brands,Canada,26,16.7
2025-08-29,SKU-012,Frozen Edamame 400g,Frozen,President's Choice,FreshMart Uptown,Ottawa,Ontario,Sysco Canada,Canada,15,13.61
2025-08-02,SKU-013,Oat Milk 1L,Beverages,Oatly,Prairie Pantry,Calgary,Alberta,Lantic Inc,Canada,22,2.6
2025-05-05,SKU-006,Atlantic Salmon Fillet 400g,Seafood,Ocean Choice,GreenGrocer Midtown,Toronto,Ontario,Lantic Inc,Canada,14,17.55
2025-02-06,SKU-014,Avocado each,Produce,Fresh Direct,Prairie Pantry,Calgary,Alberta,Maple Leaf Foods,Canada,9,6.56
2025-10-20,SKU-003,Free Range Eggs 12pk,Dairy,Burnbrae Farms,FreshMart Westside,Vancouver,British Columbia,Maple Leaf Foods,Canada,43,8.32
2025-05-21,SKU-006,Atlantic Salmon Fillet 400g,Seafood,Ocean Choice,GreenGrocer Midtown,Toronto,Ontario,Lantic Inc,Canada,44,17.55
2024-09-05,SKU-013,Oat Milk 1L,Beverages,Oatly,FreshMart Uptown,Ottawa,Ontario,Premium Brands,Canada,21,2.6
